State,Year,Data.Population,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Violent.Robbery
New Hampshire,1998,1185000,3852,22079,255
New Hampshire,1999,1201134,3698,21195,257
New Hampshire,2000,1235786,4992,20761,453
New Hampshire,2001,1259359,4889,20060,445
New Hampshire,2002,1274405,4838,19468,413
New Hampshire,2003,1288705,4589,19934,480
New Hampshire,2004,1299169,4979,19723,500
New Hampshire,2005,1306819,4192,18493,365
New Hampshire,2006,1314895,4395,20179,435
New Hampshire,2007,1315828,5074,19909,451
New Hampshire,2008,1315809,4266,22714,421
New Hampshire,2009,1324575,4915,22748,454
New Hampshire,2010,1316807,5444,22789,450
New Hampshire,2011,1317807,6244,25398,509
New Hampshire,2012,1320718,5444,24226,472
New Hampshire,2013,1323459,4936,23164,649
New Hampshire,2014,1326813,4162,21022,537
New Hampshire,2015,1330608,3467,18871,468
New Hampshire,2016,1334795,2963,16360,427
New Hampshire,2017,1342795,2574,15066,419
New Hampshire,2018,1356458,1847,14219,359
New Hampshire,2019,1359711,1717,13832,313
New Jersey,1960,6066782,25698,45903,2591
New Jersey,1961,6244000,29329,47145,2371
New Jersey,1962,6245000,31868,54516,2816
New Jersey,1963,6470000,35993,61199,3367
New Jersey,1964,6682000,40143,68072,3812
New Jersey,1965,6774000,42113,66177,3753
New Jersey,1966,6898000,49176,77374,4397
New Jersey,1967,7003000,60321,88412,5777
New Jersey,1968,7078000,71621,105309,8747
New Jersey,1969,7148000,68123,108336,9657
New Jersey,1970,7168164,74649,121098,12145
New Jersey,1971,7300000,88720,131959,16062
New Jersey,1972,7367000,87981,124153,15478
New Jersey,1973,7361000,91609,137899,15179
New Jersey,1974,7330000,104774,175349,15879
New Jersey,1975,7316000,111288,195517,16287
New Jersey,1976,7336000,110346,219267,14695
New Jersey,1977,7329000,105229,203345,13223
New Jersey,1978,7327000,106700,202726,14112
New Jersey,1979,7332000,117421,221552,18332
New Jersey,1980,7342164,137900,234160,22299
New Jersey,1981,7401000,128274,231846,24761
New Jersey,1982,7438000,106418,223978,22880
New Jersey,1983,7468000,92391,206778,20086
New Jersey,1984,7515000,79871,202181,18218
New Jersey,1985,7562000,79923,213907,19282
New Jersey,1986,7620000,81595,215073,20473
New Jersey,1987,7672000,77392,219906,17862
New Jersey,1988,7720000,75675,219086,18927
New Jersey,1989,7736000,75548,213878,21139
New Jersey,1990,7730188,78628,219767,23269
New Jersey,1991,7760000,78821,221544,22744
New Jersey,1992,7789000,75508,206686,22216
New Jersey,1993,7879000,76738,195876,23319
New Jersey,1994,7904000,72074,195618,22762
New Jersey,1995,7945000,69533,206339,22486
New Jersey,1996,7988000,63259,193961,18838
New Jersey,1997,8053000,60894,184979,16957
New Jersey,1998,8115000,54459,171166,15109
New Jersey,1999,8143412,46998,160978,14243
New Jersey,2000,8414350,43924,155562,13553
New Jersey,2001,8511116,46812,156031,14110
New Jersey,2002,8575252,43899,148061,13955
New Jersey,2003,8642412,43457,142287,13342
New Jersey,2004,8685166,41030,139977,13076
New Jersey,2005,8703150,38980,136728,13215
New Jersey,2006,8724560,39384,134687,13360
New Jersey,2007,8685920,37234,133145,12567
New Jersey,2008,8682661,40402,138545,12701
New Jersey,2009,8707739,36945,128303,11639
New Jersey,2010,8799593,38732,128754,11818
New Jersey,2011,8834773,43238,129066,12209
New Jersey,2012,8864590,42338,122662,11385
New Jersey,2013,8899339,35873,117936,12082
New Jersey,2014,8938175,31710,111578,10498
New Jersey,2015,8958013,27960,105963,9729
New Jersey,2016,8944469,25284,101540,8984
New Jersey,2017,9005644,23891,104025,7895
New Jersey,2018,8908520,19232,94887,6364
New Jersey,2019,8882190,16399,91902,5730
New Mexico,1960,951023,4331,14501,376
New Mexico,1961,983000,4357,13744,381
New Mexico,1962,1020000,5256,14109,419
New Mexico,1963,1018000,6080,14841,385
New Mexico,1964,1008000,6782,16108,476
New Mexico,1965,1029000,7563,17491,449
New Mexico,1966,1022000,9380,18971,458
New Mexico,1967,1003000,8539,19378,456
New Mexico,1968,1015000,9848,22792,513
New Mexico,1969,994000,12234,25622,647
New Mexico,1970,1016000,12156,25729,687
New Mexico,1971,1030000,14596,29274,1062
New Mexico,1972,1065000,15650,28409,1295
New Mexico,1973,1106000,16601,28914,1424
New Mexico,1974,1122000,17762,32240,1398
New Mexico,1975,1147000,19828,37378,1453
New Mexico,1976,1168000,19617,42650,1457
New Mexico,1977,1190000,16882,35802,1304
New Mexico,1978,1212000,16188,36393,1352
New Mexico,1979,1241000,18385,41745,1502
New Mexico,1980,1295474,19335,45613,1657
New Mexico,1981,1327000,21405,47252,1868
New Mexico,1982,1359000,22135,53402,1715
New Mexico,1983,1399000,21813,53077,1595
New Mexico,1984,1424000,23349,51195,1856
New Mexico,1985,1450000,25432,53398,2003
New Mexico,1986,1479000,27283,54906,1916
New Mexico,1987,1500000,26815,56777,1625
New Mexico,1988,1510000,27737,56192,1557
New Mexico,1989,1528000,26146,58201,1607
New Mexico,1990,1515069,26343,58004,1744
New Mexico,1991,1548000,26672,58441,1862
New Mexico,1992,1581000,23896,57072,2202
New Mexico,1993,1616000,22966,56723,2237
New Mexico,1994,1654000,21945,57343,2329
New Mexico,1995,1685000,24383,61478,2604
New Mexico,1996,1713000,23586,65139,2782
New Mexico,1997,1730000,25126,67188,2966
New Mexico,1998,1737000,24213,65031,2839
New Mexico,1999,1739844,21481,59613,2579
New Mexico,2000,1819046,21339,57925,2499
New Mexico,2001,1830935,19552,56406,2695
New Mexico,2002,1852044,19634,53406,2206
New Mexico,2003,1878562,18997,50595,1937
New Mexico,2004,1903006,19924,52069,2062
New Mexico,2005,1925985,20939,50707,1893
New Mexico,2006,1954599,20906,45864,2095
New Mexico,2007,1969915,20823,45442,2323
New Mexico,2008,1984356,20706,46995,2151
New Mexico,2009,2009671,21955,46182,1932
New Mexico,2010,2065913,21023,44503,1616
New Mexico,2011,2078674,21419,46730,1720
New Mexico,2012,2085538,21384,48247,1847
New Mexico,2013,2085287,21476,49875,1810
New Mexico,2014,2085572,18505,49082,2086
New Mexico,2015,2085109,17085,51483,2485
New Mexico,2016,2081015,17281,52907,2737
New Mexico,2017,2088070,17917,52617,3722
New Mexico,2018,2095428,16088,45390,2830
New Mexico,2019,2096829,14610,41702,2341
New York,1965,18073000,183443,253353,28182
New York,1966,18258000,196127,286409,30098
New York,1967,18336000,219157,314472,40202
New York,1968,18113000,250918,375143,59857
New York,1969,18321000,248477,367463,64754
New York,1970,18190740,267474,386553,81149
New York,1971,18391000,273704,388612,97682
New York,1972,18366000,239886,321096,86391
New York,1973,18265000,246246,320307,80795
New York,1974,18111000,271824,390357,86814
New York,1975,18120000,301996,447740,93499
New York,1976,18084000,318919,516328,95718
New York,1977,17924000,309735,498653,84703
New York,1978,17748000,292956,466516,83785
New York,1979,17649000,308302,500589,93471
New York,1980,17506690,360925,535783,112273
New York,1981,17594000,350422,539486,120344
New York,1982,17659000,295245,534244,107843
New York,1983,17667000,249115,504346,94783
New York,1984,17735000,222956,488621,89900
New York,1985,17783000,219633,502276,89706
New York,1986,17772000,217010,519570,91360
New York,1987,17825000,216826,539175,89721
New York,1988,17898000,218060,560887,97434
New York,1989,17950000,211130,544459,103983
New York,1990,17990455,208813,536012,112380
New York,1991,18058000,204499,531681,112342
New York,1992,18119000,193548,495708,108154
New York,1993,18197000,181709,481166,102122
New York,1994,18169000,164650,452322,86617
New York,1995,18136000,146562,425184,72492
New York,1996,18185000,129828,399522,61822
New York,1997,18137000,118306,386435,56094
New York,1998,18175000,104821,363295,49125
New York,1999,18196601,93217,338118,43821
New York,2000,18976457,87946,340901,40539
New York,2001,19084350,80400,329316,36555
New York,2002,19134293,76700,318025,36653
New York,2003,19212425,75453,311422,35790
New York,2004,19280727,70696,311036,33506
New York,2005,19315721,68034,302220,35179
New York,2006,19306183,68617,297827,34459
New York,2007,19297729,64914,290681,31085
New York,2008,19490297,65544,297962,31787
New York,2009,19541453,62769,292897,28141
New York,2010,19395206,65839,293232,28630
New York,2011,19501616,65227,287361,28405
New York,2012,19570261,64553,294239,28655
New York,2013,19651127,56442,286674,27241
New York,2014,19746227,50781,272765,24045
New York,2015,19795791,44276,257940,23936
New York,2016,19745289,39821,250968,22316
New York,2017,19849399,35002,252143,20108
New York,2018,19542209,31137,237233,18187
New York,2019,19453561,27600,226851,18068
North Carolina,1960,4556155,12730,26865,825
North Carolina,1961,4614000,13485,28029,694
North Carolina,1962,4731000,14704,29642,836
North Carolina,1963,4760000,15948,30877,903
North Carolina,1964,4852000,19369,35554,1099
North Carolina,1965,4914000,20112,38309,1129
North Carolina,1966,5000000,22134,41258,1213
North Carolina,1967,5029000,25966,45856,1614
North Carolina,1968,5135000,27716,49442,1929
North Carolina,1969,5205000,31804,58614,2244
North Carolina,1970,5082059,38918,68042,2660
North Carolina,1971,5146000,41840,70109,2844
North Carolina,1972,5214000,42375,65574,3452
North Carolina,1973,5273000,47036,68984,3766
North Carolina,1974,5363000,63654,88336,4948
North Carolina,1975,5451000,70051,104069,4479
North Carolina,1976,5469000,64289,116164,3859
North Carolina,1977,5525000,63765,112591,3385
North Carolina,1978,5577000,66031,116193,3673
North Carolina,1979,5606000,72687,134903,4327
North Carolina,1980,5843665,83150,148804,4810
North Carolina,1981,5951000,79545,151679,4809
North Carolina,1982,6019000,78787,156701,5168
North Carolina,1983,6082000,72348,147068,4840
North Carolina,1984,6165000,69747,143700,4612
North Carolina,1985,6255000,71985,147530,4893
North Carolina,1986,6331000,77557,153378,5551
North Carolina,1987,6413000,86964,165841,6023
North Carolina,1988,6526000,90791,177426,7085
North Carolina,1989,6571000,98792,191783,8770
North Carolina,1990,6628637,101444,202059,10082
North Carolina,1991,6737000,114009,218192,11990
North Carolina,1992,6843000,113117,217717,12784
North Carolina,1993,6945000,105270,220071,13364
North Carolina,1994,7070000,104118,225937,12811
North Carolina,1995,7195000,101995,234911,12896
North Carolina,1996,7323000,98539,238511,12001
North Carolina,1997,7425000,100002,238228,12817
North Carolina,1998,7546000,99951,233325,12133
North Carolina,1999,7650789,98457,230463,12087
North Carolina,2000,8049313,97888,232767,12595
North Carolina,2001,8206105,101889,237241,13304
North Carolina,2002,8305820,99535,229307,12205
North Carolina,2003,8421190,100687,232081,12229
North Carolina,2004,8540468,101193,227147,11782
North Carolina,2005,8672459,104298,221091,12635
North Carolina,2006,8856505,107333,227114,13468
North Carolina,2007,9061032,108700,233241,13534
North Carolina,2008,9222414,111556,234480,14323
North Carolina,2009,9380884,107830,215923,11825
North Carolina,2010,9560234,102826,208057,9620
North Carolina,2011,9651103,105534,215453,9448
North Carolina,2012,9752073,99323,213151,9392
North Carolina,2013,9848060,90702,202741,9349
North Carolina,2014,9943964,79373,192694,8416
North Carolina,2015,10042802,74841,187907,8825
North Carolina,2016,10146788,72082,190377,9336
North Carolina,2017,10273419,64786,180902,9350
North Carolina,2018,10383620,62290,179057,8423
North Carolina,2019,10488084,54447,174728,7599
North Dakota,1960,632446,1252,3863,40
North Dakota,1961,640000,1286,3822,68
North Dakota,1962,642000,1217,4246,40
North Dakota,1963,634000,1207,4590,61
North Dakota,1964,645000,1546,4687,56
North Dakota,1965,652000,1348,4880,30
North Dakota,1966,650000,1439,5609,40
North Dakota,1967,639000,1541,6690,37
North Dakota,1968,625000,1494,6611,36
North Dakota,1969,615000,1533,6800,44
North Dakota,1970,617761,1769,8000,40
North Dakota,1971,625000,2124,9911,47
North Dakota,1972,632000,2257,9443,56
North Dakota,1973,640000,2454,9618,47
North Dakota,1974,637000,2758,9840,82
North Dakota,1975,635000,3424,10251,91
North Dakota,1976,643000,3077,11603,104
North Dakota,1977,653000,2913,12035,87
North Dakota,1978,652000,2758,11522,102
North Dakota,1979,657000,3029,13607,65
North Dakota,1980,652437,3186,14629,50
North Dakota,1981,658000,3294,14859,85
North Dakota,1982,670000,3074,13314,85
North Dakota,1983,680000,2967,13983,53
North Dakota,1984,686000,2738,13856,53
North Dakota,1985,685000,2925,14297,44
North Dakota,1986,679000,2615,13914,47
North Dakota,1987,672000,3060,14768,51
North Dakota,1988,663000,2902,14007,54
North Dakota,1989,660000,2369,13370,61
North Dakota,1990,638800,2725,14621,50
North Dakota,1991,635000,2367,14154,51
North Dakota,1992,636000,2487,14498,50
North Dakota,1993,635000,2370,14073,53
North Dakota,1994,638000,2070,13899,71
North Dakota,1995,641000,2248,14421,64
North Dakota,1996,644000,1991,13433,71
North Dakota,1997,641000,2300,13367,41
North Dakota,1998,638000,2274,13134,65
North Dakota,1999,633666,2337,11375,56
North Dakota,2000,642200,2093,11092,56
North Dakota,2001,636550,2165,11583,60
North Dakota,2002,633911,2243,11501,58
North Dakota,2003,633400,1959,10327,53
North Dakota,2004,636308,2040,9516,43
North Dakota,2005,634605,2043,9732,54
North Dakota,2006,635867,2601,9672,75
North Dakota,2007,639715,2314,9500,75
North Dakota,2008,641481,2336,9782,73
North Dakota,2009,646844,2426,9474,107
North Dakota,2010,674629,2000,9137,90
North Dakota,2011,684740,2458,9891,91
North Dakota,2012,699628,2377,10535,131
North Dakota,2013,723393,2934,10798,162
North Dakota,2014,739482,2707,11384,173
North Dakota,2015,756927,2997,11440,148
North Dakota,2016,757952,3243,12195,181
North Dakota,2017,755393,2942,11887,183
North Dakota,2018,760077,2724,11008,158
North Dakota,2019,762062,2608,10666,179
Ohio,1960,9706397,37260,92858,3890
Ohio,1961,9876000,39677,96682,3914
Ohio,1962,10097000,40014,95938,3830
Ohio,1963,10173000,43898,109095,4145
Ohio,1964,10100000,47100,121729,4663
Ohio,1965,10245000,48199,118929,5286
Ohio,1966,10305000,50567,125816,7216
Ohio,1967,10458000,63540,146432,9934
Ohio,1968,10591000,69839,163192,10808
Ohio,1969,10740000,79489,178701,13604
Ohio,1970,10652017,90953,207024,15539
Ohio,1971,10778000,100520,208962,17642
Ohio,1972,10783000,97186,193673,17318
Ohio,1973,10731000,101190,202203,15397
Ohio,1974,10737000,125821,245354,20529
Ohio,1975,10759000,136791,302174,23673
Ohio,1976,10690000,128618,318370,19645
Ohio,1977,10701000,130121,288581,20386
Ohio,1978,10749000,130543,282666,19627
Ohio,1979,10731000,138128,316162,20909
Ohio,1980,10766808,157874,327322,24082
Ohio,1981,10776000,160951,326770,25529
Ohio,1982,10791000,141316,302962,19809
Ohio,1983,10746000,124179,280156,17132
Ohio,1984,10752000,112887,266148,15656
Ohio,1985,10744000,104920,266066,14301
Ohio,1986,10752000,106212,276779,15283
Ohio,1987,10784000,114580,292093,16511
Ohio,1988,10872000,112130,300355,17546
Ohio,1989,10907000,111057,306609,18635
Ohio,1990,10847115,106575,310673,20451
Ohio,1991,10939000,115423,318933,23536
Ohio,1992,11016000,104357,299774,21925
Ohio,1993,11091000,97394,295880,21373
Ohio,1994,11102000,96175,297792,20821
Ohio,1995,11151000,93539,297624,19931
Ohio,1996,11173000,93336,311071,18336
Ohio,1997,11186000,94972,315908,17755
Ohio,1998,11209000,90805,310612,14960
Ohio,1999,11256654,87023,288049,14405
Ohio,2000,11353140,88636,293277,15610
Ohio,2001,11389785,96910,295976,17199
Ohio,2002,11408699,99164,287045,17871
Ohio,2003,11437680,95083,281383,16895
Ohio,2004,11450143,96518,282168,17429
Ohio,2005,11470685,100183,279051,18673
Ohio,2006,11478006,105639,279718,19418
Ohio,2007,11466917,99049,264677,18351
Ohio,2008,11485910,102428,260788,18706
Ohio,2009,11542645,104009,249777,17670
Ohio,2010,11537968,107125,248581,16486
Ohio,2011,11541007,112901,246744,15991
Ohio,2012,11544225,103421,236950,15235
Ohio,2013,11570808,91433,227766,14368
Ohio,2014,11594163,78845,227668,12753
Ohio,2015,11613423,69303,213993,12554
Ohio,2016,11614373,66883,212807,12523
Ohio,2017,11658609,58573,203208,11605
Ohio,2018,11689442,48186,186401,9185
Ohio,2019,11689100,43894,177725,8846
Oklahoma,1960,2328284,12834,27270,929
Oklahoma,1961,2360000,12586,26513,817
Oklahoma,1962,2448000,12563,28501,973
Oklahoma,1963,2487000,13331,27904,997
Oklahoma,1964,2465000,14793,30000,1055
Oklahoma,1965,2482000,13784,28227,957
Oklahoma,1966,2458000,15036,30485,1015
Oklahoma,1967,2495000,15632,33655,976
Oklahoma,1968,2518000,18290,37823,1241
Oklahoma,1969,2568000,18595,37563,1268
Oklahoma,1970,2559253,21381,42474,1400
Oklahoma,1971,2610000,24289,43174,1575
Oklahoma,1972,2634000,26156,42288,1702
Oklahoma,1973,2663000,30995,46475,1816
Oklahoma,1974,2709000,39421,54152,2263
Oklahoma,1975,2712000,42086,64409,2445
Oklahoma,1976,2766000,36441,71098,1944
Oklahoma,1977,2811000,36211,62632,2075
Oklahoma,1978,2880000,37433,61222,2542
Oklahoma,1979,2892000,42646,69292,2966
Oklahoma,1980,3001252,50802,75649,3147
Oklahoma,1981,3098000,49220,74460,3574
Oklahoma,1982,3177000,50956,85326,4218
Oklahoma,1983,3298000,49782,84085,4245
Oklahoma,1984,3298000,47979,84844,3668
Oklahoma,1985,3301000,53216,93233,3526
Oklahoma,1986,3305000,59054,103832,3521
Oklahoma,1987,3272000,58333,105369,3583
Oklahoma,1988,3263000,53624,96418,3428
Oklahoma,1989,3224000,50411,92270,4070
Oklahoma,1990,3145585,45531,94432,3836
Oklahoma,1991,3175000,46934,96842,4094
Oklahoma,1992,3212000,43678,94180,4376
Oklahoma,1993,3231000,39903,95111,3935
Oklahoma,1994,3258000,40764,104025,4174
Oklahoma,1995,3278000,41694,103727,3788
Oklahoma,1996,3301000,41447,109506,3519
Oklahoma,1997,3317000,40015,109039,3446
Oklahoma,1998,3347000,38268,97593,3078
Oklahoma,1999,3358044,34472,93616,2785
Oklahoma,2000,3450654,31661,96116,2615
Oklahoma,2001,3469577,34573,94537,2746
Oklahoma,2002,3489700,35171,100185,2966
Oklahoma,2003,3506469,34846,103404,3224
Oklahoma,2004,3523546,35244,101271,3090
Oklahoma,2005,3543442,35692,93814,3230
Oklahoma,2006,3579212,34437,81853,3145
Oklahoma,2007,3617316,34367,80747,3392
Oklahoma,2008,3642361,35247,80265,3698
Oklahoma,2009,3687050,38071,83813,3358
Oklahoma,2010,3760184,37848,81303,3345
Oklahoma,2011,3784163,36462,80064,3288
Oklahoma,2012,3814820,35731,82448,3231
Oklahoma,2013,3850568,33348,81495,3031
Oklahoma,2014,3878051,29508,75891,3048
Oklahoma,2015,3911338,28406,74022,3005
Oklahoma,2016,3923561,29103,75779,3162
Oklahoma,2017,3930864,28608,72207,3000
Oklahoma,2018,3943079,26858,73217,2791
Oklahoma,2019,3956971,26577,72632,2369
Oregon,1960,1768687,7175,24252,563
Oregon,1961,1799000,7276,24983,626
Oregon,1962,1864000,8268,25871,714
Oregon,1963,1826000,8823,27023,554
Oregon,1964,1871000,10727,30812,703
Oregon,1965,1899000,12079,34161,873
Oregon,1966,1955000,13394,37840,895
Oregon,1967,1999000,17140,43515,1317
Oregon,1968,2008000,18978,46612,1536
Oregon,1969,2032000,22853,51692,1760
Oregon,1970,2091385,26632,59082,2144
Oregon,1971,2158000,28933,63543,2383
Oregon,1972,2182000,32049,63178,2390
Oregon,1973,2225000,35772,66494,2211
Oregon,1974,2266000,41766,83060,2964
Oregon,1975,2288000,43738,90053,2982
Oregon,1976,2329000,39587,88661,3091
Oregon,1977,2376000,38880,83306,2948
Oregon,1978,2444000,39523,87033,3204
Oregon,1979,2527000,40682,96823,3299
Oregon,1980,2610477,45641,106712,3978
Oregon,1981,2647000,52067,112518,4780
Oregon,1982,2649000,47410,106061,4433
Oregon,1983,2662000,46472,98880,4533
Oregon,1984,2674000,48755,96742,4508
Oregon,1985,2687000,50690,105725,4986
Oregon,1986,2698000,53062,112312,5555
Oregon,1987,2724000,48562,113907,5338
Oregon,1988,2741000,48355,113872,5289
Oregon,1989,2820000,40197,103690,4282
Oregon,1990,2842321,32273,100765,4102
Oregon,1991,2922000,34363,105145,4387
Oregon,1992,2977000,32945,109274,4507
Oregon,1993,3032000,31072,110878,3930
Oregon,1994,3086000,33970,122506,4264
Oregon,1995,3141000,34640,133075,4332
Oregon,1996,3204000,31664,128618,3914
Oregon,1997,3243000,33507,136129,3811
Oregon,1998,3282000,30442,123841,3452
Oregon,1999,3316154,26749,113052,2858
Oregon,2000,3421399,25618,114230,2888
Oregon,2001,3473441,26648,123034,2749
Oregon,2002,3520355,25696,118925,2742
Oregon,2003,3564330,28562,122327,2847
Oregon,2004,3591363,30072,117868,2751
Oregon,2005,3638871,27621,113316,2478
Oregon,2006,3700758,24324,98897,2711
Oregon,2007,3747455,22979,95157,2864
Oregon,2008,3790060,21115,92677,2656
Oregon,2009,3825657,19739,85064,2499
Oregon,2010,3838332,20035,87494,2421
Oregon,2011,3868229,20704,92059,2237
Oregon,2012,3899353,21901,93619,2413
Oregon,2013,3930065,20769,94106,2397
Oregon,2014,3970239,17230,87526,2093
Oregon,2015,4028977,18336,89836,2146
Oregon,2016,4093465,16866,91286,2278
Oregon,2017,4142776,17705,88877,2432
Oregon,2018,4190713,16304,88418,2549
Oregon,2019,4217737,14724,85261,2276
Pennsylvania,1960,11319366,33709,60023,3840
Pennsylvania,1961,11468000,36391,58729,4094
Pennsylvania,1962,11376000,37298,64359,4534
Pennsylvania,1963,11424000,40089,69915,4771
Pennsylvania,1964,11459000,44235,76983,5111
Pennsylvania,1965,11520000,48070,81476,6069
Pennsylvania,1966,11582000,49073,84394,5815
Pennsylvania,1967,11629000,56709,93482,6735
Pennsylvania,1968,11712000,65151,108204,9981
Pennsylvania,1969,11803000,68187,111114,10690
Pennsylvania,1970,11793909,70730,120380,12810
Pennsylvania,1971,11879000,88176,141238,16853
Pennsylvania,1972,11926000,89343,124743,17800
Pennsylvania,1973,11902000,92078,129810,16498
Pennsylvania,1974,11835000,109808,169836,18876
Pennsylvania,1975,11827000,116295,197510,19935
Pennsylvania,1976,11862000,107472,212424,16366
Pennsylvania,1977,11785000,103408,191397,15356
Pennsylvania,1978,11750000,105737,193052,16064
Pennsylvania,1979,11731000,109668,215567,17855
Pennsylvania,1980,11824220,122800,226496,21039
Pennsylvania,1981,11864000,122372,226701,22137
Pennsylvania,1982,11865000,106867,220623,20806
Pennsylvania,1983,11895000,96425,205408,20501
Pennsylvania,1984,11901000,88517,196999,17656
Pennsylvania,1985,11853000,87417,194467,17429
Pennsylvania,1986,11889000,87362,196657,18085
Pennsylvania,1987,11936000,86177,205619,17241
Pennsylvania,1988,12027000,83791,203362,16607
Pennsylvania,1989,12040000,85925,216566,18025
Pennsylvania,1990,11881643,86624,215119,20930
Pennsylvania,1991,11961000,86074,228142,23191
Pennsylvania,1992,12009000,75834,224150,21701
Pennsylvania,1993,12048000,70125,220683,21563
Pennsylvania,1994,12052000,66468,222280,22497
Pennsylvania,1995,12072000,67815,236991,22858
Pennsylvania,1996,12056000,71357,250758,22784
Pennsylvania,1997,12020000,68218,246892,18788
Pennsylvania,1998,12001000,63777,235873,19787
Pennsylvania,1999,11994016,56037,227750,18670
Pennsylvania,2000,12281054,54080,225869,18155
Pennsylvania,2001,12303104,54345,223350,17500
Pennsylvania,2002,12328827,55610,212441,17163
Pennsylvania,2003,12370761,53918,213279,17980
Pennsylvania,2004,12394471,54443,214199,18474
Pennsylvania,2005,12405348,56134,214916,19214
Pennsylvania,2006,12440621,57739,217142,21095
Pennsylvania,2007,12432792,56091,211248,19440
Pennsylvania,2008,12448279,58687,219115,18873
Pennsylvania,2009,12604767,54772,204588,17504
Pennsylvania,2010,12717722,55206,204440,16375
Pennsylvania,2011,12743948,57966,208604,16165
Pennsylvania,2012,12763536,56859,204609,15673
Pennsylvania,2013,12773801,52034,197436,14762
Pennsylvania,2014,12787209,45720,188256,13534
Pennsylvania,2015,12802503,39664,180287,13003
Pennsylvania,2016,12784227,35520,174228,12326
Pennsylvania,2017,12805537,32057,166178,11793
Pennsylvania,2018,12807060,27104,150596,9848
Pennsylvania,2019,12801989,23354,143921,9743
Rhode Island,1960,859488,4388,10455,122
Rhode Island,1961,867000,3937,9781,115
Rhode Island,1962,865000,4002,9788,108
Rhode Island,1963,885000,4765,10081,153
Rhode Island,1964,914000,5880,12155,162
Rhode Island,1965,920000,5486,11554,175
Rhode Island,1966,898000,6354,11339,228
Rhode Island,1967,900000,8072,13519,283
Rhode Island,1968,913000,9948,17284,450
Rhode Island,1969,911000,8950,19570,669
Rhode Island,1970,949723,9677,20763,744
Rhode Island,1971,960000,10535,24111,815
Rhode Island,1972,968000,10880,22094,791
Rhode Island,1973,973000,11570,22499,944
Rhode Island,1974,937000,12144,24474,853
Rhode Island,1975,927000,13407,26683,889
Rhode Island,1976,927000,13110,28279,844
Rhode Island,1977,935000,13927,26592,809
Rhode Island,1978,935000,13021,25379,918
Rhode Island,1979,929000,14400,28347,1019
Rhode Island,1980,945835,16233,28037,1122
Rhode Island,1981,952000,15755,27525,1257
Rhode Island,1982,958000,13414,27077,1099
Rhode Island,1983,955000,12722,25463,1078
Rhode Island,1984,962000,11396,24654,1091
Rhode Island,1985,968000,11929,24119,1122
Rhode Island,1986,975000,12616,25041,1157
Rhode Island,1987,986000,14208,26635,1062
Rhode Island,1988,995000,12550,27049,1146
Rhode Island,1989,998000,12045,27104,1122
Rhode Island,1990,1003464,12755,27046,1224
Rhode Island,1991,1004000,11320,26664,1234
Rhode Island,1992,1005000,10529,24052,950
Rhode Island,1993,1000000,10409,24101,1011
Rhode Island,1994,997000,9101,23039,870
Rhode Island,1995,990000,9234,24780,914
Rhode Island,1996,990000,8135,23367,824
Rhode Island,1997,987000,7083,21499,707
Rhode Island,1998,988000,6452,21391,659
Rhode Island,1999,990819,6341,22284,788
Rhode Island,2000,1048319,6620,22038,922
Rhode Island,2001,1059659,6824,23875,986
Rhode Island,2002,1068326,6415,24051,916
Rhode Island,2003,1076084,5524,22320,830
Rhode Island,2004,1079916,5465,21623,731
Rhode Island,2005,1073579,5319,19567,776
Rhode Island,2006,1067610,5453,18852,740
Rhode Island,2007,1057832,5206,19175,760
Rhode Island,2008,1050788,5766,20926,880
Rhode Island,2009,1053209,5753,19403,785
Rhode Island,2010,1052528,6124,18432,782
Rhode Island,2011,1050646,6836,18765,744
Rhode Island,2012,1050292,5949,18440,713
Rhode Island,2013,1051511,5607,17838,684
Rhode Island,2014,1055173,4823,16279,529
Rhode Island,2015,1056298,3947,14707,556
Rhode Island,2016,1056426,3788,14674,540
Rhode Island,2017,1059639,3217,13861,474
Rhode Island,2018,1057315,2810,13220,454
Rhode Island,2019,1059361,2321,12580,418
South Carolina,1960,2382594,10081,19636,478
South Carolina,1961,2407000,11524,20504,501
South Carolina,1962,2436000,12299,22696,468
South Carolina,1963,2483000,14288,23783,536
South Carolina,1964,2555000,15874,27982,659
South Carolina,1965,2542000,13374,25450,546
South Carolina,1966,2586000,13865,27417,744
South Carolina,1967,2599000,16603,27509,909
South Carolina,1968,2692000,19073,28694,1152
South Carolina,1969,2692000,21711,34099,1347
South Carolina,1970,2590516,26407,38740,1557
South Carolina,1971,2627000,27077,41414,1640
South Carolina,1972,2665000,29760,41003,1762
South Carolina,1973,2726000,32557,40675,2158
South Carolina,1974,2784000,43497,51914,3547
South Carolina,1975,2818000,48306,60764,3125
South Carolina,1976,2848000,44247,71292,3010
South Carolina,1977,2876000,46407,67368,3046
South Carolina,1978,2918000,43729,72472,2955
South Carolina,1979,2932000,44160,75807,3156
South Carolina,1980,3064557,51177,85905,3620
South Carolina,1981,3166000,50520,88887,3805
South Carolina,1982,3203000,47752,92009,3921
South Carolina,1983,3264000,42263,85501,3425
South Carolina,1984,3300000,40646,84753,3408
South Carolina,1985,3347000,41955,90260,3143
South Carolina,1986,3378000,45276,96132,3361
South Carolina,1987,3425000,46511,97892,3463
South Carolina,1988,3493000,49467,103055,4357
