Colorado,2019,20064,107012,3663,5758736,,
Connecticut,1960,8452,16653,236,2535234,,
Connecticut,1961,9526,18712,238,2614000,,
Connecticut,1962,10259,19741,258,2597000,,
Connecticut,1963,12553,23397,366,2666000,,
Connecticut,1964,14713,27755,414,2766000,,
Connecticut,1965,15959,27862,546,2832000,,
Connecticut,1966,17728,29919,601,2875000,,
Connecticut,1967,21987,32543,941,2925000,,
Connecticut,1968,28538,42034,1332,2959000,,
Connecticut,1969,29624,49891,1696,3000000,,
Connecticut,1970,32874,53084,2136,3032217,,
Connecticut,1971,32884,56875,2563,3081000,,
Connecticut,1972,29489,54798,2437,3082000,,
Connecticut,1973,31661,58742,2589,3076000,,
Connecticut,1974,41808,70252,2850,3088000,,
Connecticut,1975,46815,80581,4069,3095000,,
Connecticut,1976,43135,86832,3831,3117000,,
Connecticut,1977,41833,81450,4026,3108000,,
Connecticut,1978,42207,80500,4798,3099000,,
Connecticut,1979,48229,96997,6021,3115000,,
Connecticut,1980,52638,95631,6749,3095224,,
Connecticut,1981,52990,96927,7709,3132000,,
Connecticut,1982,44481,96640,6574,3153000,,
Connecticut,1983,39988,89421,6296,3138000,,
Connecticut,1984,35607,84630,6009,3154000,,
Connecticut,1985,36041,86524,6032,3174000,,
Connecticut,1986,38190,87963,6129,3189000,,
Connecticut,1987,39120,90852,5720,3211000,,
Connecticut,1988,39477,91079,6080,3241000,,
Connecticut,1989,40035,91483,6956,3239000,,
Connecticut,1990,40355,94485,7717,3287116,,
Connecticut,1991,39198,93384,7384,3291000,,
Connecticut,1992,36372,89463,6918,3281000,,
Connecticut,1993,32052,85876,6447,3277000,,
Connecticut,1994,29142,84721,6150,3275000,,
Connecticut,1995,29095,87401,5345,3275000,,
Connecticut,1996,27574,81328,5552,3274000,,
Connecticut,1997,24143,78821,4999,3270000,,
Connecticut,1998,21801,77472,4379,3274000,,
Connecticut,1999,19298,69299,4054,3282031,,
Connecticut,2000,17436,68498,3832,3405565,,
Connecticut,2001,17159,65762,4183,3434602,,
Connecticut,2002,17111,64735,4069,3458587,,
Connecticut,2003,16043,65568,4212,3486960,,
Connecticut,2004,15959,66770,4188,3498966,,
Connecticut,2005,15245,64416,3933,3500701,,
Connecticut,2006,15583,64765,4460,3504809,,
Connecticut,2007,15640,60937,4303,3502309,,
Connecticut,2008,15107,63212,4043,3501252,5.7,199571
Connecticut,2009,15172,59992,4001,3518288,7.9,277945
Connecticut,2010,15145,56413,3553,3575498,9.1,325370
Connecticut,2011,15468,55067,3689,3586717,8.8,315631
Connecticut,2012,14711,55674,3687,3590347,8.3,297999
Connecticut,2013,12892,51876,3530,3596080,7.8,280494
Connecticut,2014,11955,51005,3159,3596677,6.6,237381
Connecticut,2015,10053,48675,2892,3590886,5.7,204681
Connecticut,2016,10045,47512,2703,3576452,5.1,182399
Connecticut,2017,8890,47310,2813,3588184,4.7,168645
Connecticut,2018,7948,44724,2194,3572665,4.1,146479
Connecticut,2019,6441,38457,1929,3565287,,
Delaware,1960,2661,5867,157,446292,,
Delaware,1961,2711,5885,124,458000,,
Delaware,1962,2814,6479,140,469000,,
Delaware,1963,3366,6559,181,476000,,
Delaware,1964,3313,7211,203,491000,,
Delaware,1965,3272,7062,286,505000,,
Delaware,1966,3903,7469,300,512000,,
Delaware,1967,4360,7861,343,524000,,
Delaware,1968,4726,8647,561,534000,,
Delaware,1969,4737,10043,635,540000,,
Delaware,1970,5789,12718,578,548104,,
Delaware,1971,7759,14902,804,558000,,
Delaware,1972,7059,13544,735,565000,,
Delaware,1973,7024,14552,520,576000,,
Delaware,1974,8697,19825,733,573000,,
Delaware,1975,10574,22737,910,579000,,
Delaware,1976,8978,22790,749,582000,,
Delaware,1977,9793,21408,914,582000,,
Delaware,1978,9466,22111,848,583000,,
Delaware,1979,8890,23081,753,582000,,
Delaware,1980,9698,25077,815,594779,,
Delaware,1981,9627,24759,844,598000,,
Delaware,1982,8698,23891,737,602000,,
Delaware,1983,7414,20908,699,606000,,
Delaware,1984,6678,19747,711,613000,,
Delaware,1985,6826,19638,773,622000,,
Delaware,1986,6598,19562,786,633000,,
Delaware,1987,6572,20453,789,644000,,
Delaware,1988,6868,19824,784,660000,,
Delaware,1989,6072,20294,934,673000,,
Delaware,1990,6465,21922,1098,666168,,
Delaware,1991,7668,24836,1460,680000,,
Delaware,1992,6598,20419,1042,689000,,
Delaware,1993,6244,20853,1307,700000,,
Delaware,1994,6198,20828,1141,706000,,
Delaware,1995,6491,22329,1425,717000,,
Delaware,1996,5830,21665,1304,725000,,
Delaware,1997,6421,25904,1783,732000,,
Delaware,1998,6395,24649,1445,744000,,
Delaware,1999,5245,22634,1492,753538,,
Delaware,2000,5216,21360,1394,783600,,
Delaware,2001,5144,19476,1156,796599,,
Delaware,2002,5355,18555,1154,805945,,
Delaware,2003,6066,18933,1441,818166,,
Delaware,2004,5669,19285,1343,830069,,
Delaware,2005,5811,18085,1306,841741,,
Delaware,2006,6337,20449,1791,853476,,
Delaware,2007,6420,20454,1763,864764,,
Delaware,2008,6783,22045,1847,873092,,
Delaware,2009,6943,20836,1680,885122,,
Delaware,2010,7550,21593,1839,899792,,
Delaware,2011,7617,22001,1558,908137,,
Delaware,2012,7371,21832,1492,917092,,
Delaware,2013,6131,20916,1226,925749,,
Delaware,2014,5768,20865,1269,935614,,
Delaware,2015,4773,19501,1235,945934,,
Delaware,2016,5023,19791,1359,952065,,
Delaware,2017,3970,18138,1082,961939,,
Delaware,2018,3158,17847,866,967171,,
Delaware,2019,2968,17359,790,973764,,
District of Columbia,1960,4587,9905,1072,763956,,
District of Columbia,1961,4902,9732,1348,763956,,
District of Columbia,1962,5022,9855,1572,784000,,
District of Columbia,1963,6984,10395,1707,798000,,
District of Columbia,1964,8910,10920,2279,808000,,
District of Columbia,1965,9886,12576,2881,803000,,
District of Columbia,1966,10498,15719,3703,808000,,
District of Columbia,1967,14702,21425,5759,809000,,
District of Columbia,1968,17950,22169,8622,809000,,
District of Columbia,1969,22902,31910,12366,798000,,
District of Columbia,1970,21740,32638,11816,756510,,
District of Columbia,1971,18818,26882,11222,741000,,
District of Columbia,1972,12801,27603,7751,748000,,
District of Columbia,1973,11801,30781,7171,746000,,
District of Columbia,1974,14126,25004,7941,723000,,
District of Columbia,1975,13164,25892,9137,716000,,
District of Columbia,1976,11869,24506,7044,702000,,
District of Columbia,1977,11590,25646,6655,690000,,
District of Columbia,1978,12497,25744,6333,674000,,
District of Columbia,1979,13452,28819,6920,656000,,
District of Columbia,1980,16260,31068,8897,635233,,
District of Columbia,1981,16832,32845,10399,636000,,
District of Columbia,1982,14774,33435,9137,631000,,
District of Columbia,1983,12483,29405,7698,623000,,
District of Columbia,1984,10954,27471,6087,623000,,
District of Columbia,1985,10005,24874,5230,626000,,
District of Columbia,1986,10815,25861,4720,626000,,
District of Columbia,1987,11244,25012,4462,622000,,
District of Columbia,1988,12300,28624,5690,620000,,
District of Columbia,1989,11780,29164,6542,604000,,
